Player,Team,Number,Position,Height,Weight,Last Attended,Country
AlaaAbdelnaby,POR,30,F,208.28,108.86207999999999,Duke,USA
ZaidAbdul-Aziz,HOU,54,C,205.74,106.59412,Iowa State,USA
KareemAbdul-Jabbar,LAL,33,C,218.44,102.0582,UCLA,USA
MahmoudAbdul-Rauf,DEN,1,G,185.42000000000002,73.481904,Louisiana State,USA
TariqAbdul-Wahad,SAC,9,F-G,198.12,106.59412,San Jose State,France
ShareefAbdur-Rahim,MEM,3,F,205.74,111.13004,California,USA
TomAbernethy,GSW,5,F,200.66,99.79024,Indiana,USA
ForestAble,PHI,6,G,190.5,81.64656,Western Kentucky,USA
JohnAbramovic,PIT,,F,190.5,88.45044,Salem,USA
AlexAbrines,OKC,8,G,198.12,86.18248,FC Barcelona,Spain
PreciousAchiuwa,TOR,5,F,203.2,102.0582,Memphis,Nigeria
AlexAcker,LAC,3,G,195.58,83.91452,Pepperdine,USA
DonaldAckerman,NYK,,G,182.88,83.007336,Long Island-Brooklyn,USA
MarkAcres,ORL,42,C,210.82,99.79024,Oral Roberts,USA
CharlesActon,HOU,24,F,198.12,95.25431999999999,Hillsdale,USA
QuincyAcy,SAC,13,F,200.66,108.86207999999999,Baylor,USA
AlvanAdams,PHX,33,C,205.74,95.25431999999999,Oklahoma,USA
DonAdams,DET,10,F,200.66,95.25431999999999,Northwestern,USA
HassanAdams,BKN,8,F,193.04,99.79024,Arizona,USA
JaylenAdams,ATL,10,G,182.88,102.0582,St. Bonaventure,USA
JordanAdams,MEM,3,G,195.58,94.80072799999999,UCLA,USA
MichaelAdams,DEN,23,G,177.8,74.84268,Boston College,USA
StevenAdams,MEM,4,C,210.82,120.20188,Pittsburgh,New Zealand
RafaelAddison,BKN,7,F,203.2,109.31567199999999,Syracuse,USA
BamAdebayo,MIA,13,C-F,205.74,115.66596,Kentucky,USA
DengAdel,CLE,32,F,200.66,90.7184,Louisville,South Sudan
RickAdelman,POR,5,G,187.96,79.3786,Loyola-Marymount,USA
JeffAdrien,CHA,12,F,200.66,111.13004,Connecticut,USA
ArronAfflalo,DEN,4,G,195.58,95.25431999999999,UCLA,USA
OchaiAgbaji,UTA,30,G,195.58,97.52228,Kansas,USA
MauriceAger,DAL,13,F-G,195.58,91.625584,Michigan State,USA
MarkAguirre,DAL,7,F,198.12,105.233344,DePaul,USA
BlakeAhearn,MIA,2,G,187.96,86.18248,Missouri State,USA
DannyAinge,BOS,22,G,195.58,79.3786,Brigham Young,USA
AlexisAjinca,NOP,42,C,218.44,112.490816,Hyeres-Toulon,France
HenryAkin,NYK,10,C,208.28,102.0582,Morehead State,USA
JoshAkognon,DAL,10,G,180.34,83.91452,California State-Fullerton,USA
DeVaughnAkoon-Purcell,DEN,44,G,195.58,91.171992,Illinois State,Trinidad and Tobago
SolomonAlabi,TOR,50,C,215.9,114.305184,Florida State,Nigeria
MarkAlarie,WAS,31,F,203.2,98.429464,Duke,USA
GaryAlcorn,DET,24,C,205.74,102.0582,Fresno State,USA
SantiAldama,MEM,7,F-C,213.36,97.52228,Loyola-Maryland,Spain
FurkanAldemir,PHI,19,F-C,208.28,108.86207999999999,Galatasaray,Turkey
ColeAldrich,NYK,45,C,210.82,114.758776,Kansas,USA
LaMarcusAldridge,BKN,21,C-F,210.82,113.398,Texas-Austin,USA
ChuckAleksinas,GSW,50,C,210.82,117.93392,Connecticut,USA
CliffAlexander,POR,34,F,203.2,108.86207999999999,Kansas,USA
CoryAlexander,SAS,12,G,185.42000000000002,86.18248,Virginia,USA
CourtneyAlexander,WAS,32,G,195.58,92.98636,Fresno State,USA
GaryAlexander,CLE,16,F,200.66,108.86207999999999,South Florida,USA
JoeAlexander,MIL,20,F,203.2,104.32616,West Virginia,USA
KyleAlexander,MIA,17,F-C,208.28,97.975872,Tennessee,Canada
Ty-ShonAlexander,PHX,0,G,190.5,88.45044,Creighton,USA
VictorAlexander,GSW,9,F,208.28,120.20188,Iowa State,USA
NickeilAlexander-Walker,UTA,6,G,195.58,92.98636,Virginia Tech,Canada
SteveAlford,DAL,4,G,187.96,83.007336,Indiana,USA
RawleAlkins,CHI,20,G,195.58,102.0582,Arizona,USA
BobAllen,GSW,50,F,205.74,92.98636,Marshall,USA
GraysonAllen,MIL,12,G,193.04,89.811216,Duke,USA
JarrettAllen,CLE,31,C,205.74,110.222856,Texas,USA
JeromeAllen,IND,53,G,193.04,83.460928,Pennsylvania,USA
KadeemAllen,NYK,0,G,190.5,90.7184,Arizona,USA
LavoyAllen,IND,5,F-C,205.74,117.93392,Temple,USA
LuciusAllen,MIL,42,G,187.96,79.3786,UCLA,USA
MalikAllen,MIA,35,F,208.28,115.66596,Villanova,USA
RandyAllen,SAC,33,F,203.2,99.79024,Florida State,USA
RayAllen,MIL,34,G,195.58,92.98636,Connecticut,USA
TonyAllen,MEM,9,G-F,193.04,96.615096,Oklahoma State,USA
OdisAllison,GSW,22,F,198.12,88.45044,UNLV,USA
LanceAllred,CLE,41,C,210.82,113.398,Weber State,USA
DarrellAllums,DAL,32,F,203.2,99.79024,UCLA,USA
MorrisAlmond,UTA,21,G,198.12,102.0582,Rice,USA
DerrickAlston,PHI,21,F,210.82,102.0582,Duquesne,USA
RaferAlston,HOU,11,G,187.96,79.3786,Fresno State,USA
PeterAluma,SAC,43,C,208.28,117.93392,Liberty,USA
JoseAlvarado,NOP,15,G,182.88,81.192968,Georgia Tech,USA
JohnAmaechi,ORL,13,F-C,208.28,122.46984,Penn State,United Kingdom
AshrafAmaya,MEM,18,F,200.66,113.398,Southern Illinois,USA
Al-FarouqAminu,POR,5,F,203.2,99.79024,Wake Forest,USA
LouAmundson,PHX,17,F,205.74,99.79024,UNLV,USA
BobAnderegg,NYK,18,F,190.5,90.7184,Michigan State,USA
ChrisAndersen,DEN,7,F-C,208.28,111.13004,Blinn J.C.,USA
DavidAndersen,HOU,11,C,210.82,112.037224,FC Barcelona,Australia
AlanAnderson,BKN,9,F-G,198.12,99.79024,Michigan State,USA
AntonioAnderson,OKC,8,G,198.12,97.52228,Memphis,USA
CliffAnderson,LAL,26,G,187.96,90.7184,St. Joseph's (PA),USA
DanielAnderson,POR,33,G,187.96,83.91452,Southern California,USA
DerekAnderson,POR,1,G,195.58,88.45044,Kentucky,USA
DwightAnderson,DEN,20,G,190.5,83.91452,Southern California,USA
EricAnderson,NYK,42,F,205.74,99.79024,Indiana,USA
GregAnderson,SAS,0,C-F,208.28,113.398,Houston,USA
JamesAnderson,SAS,5,G-F,198.12,96.615096,Oklahoma State,USA
JeromeAnderson,IND,21-23,G,195.58,88.45044,West Virginia,USA
JustinAnderson,IND,10,F-G,195.58,104.779752,Virginia,USA
KennyAnderson,BKN,13,G,185.42000000000002,76.203456,Georgia Tech,USA
KimAnderson,POR,42,F,200.66,90.7184,Missouri,USA
KyleAnderson,MIN,5,F-G,205.74,104.32616,UCLA,USA
MichaelAnderson,SAS,10,G,180.34,83.460928,Drexel,USA
MitchellAnderson,UTA,11,F,203.2,88.45044,Bradley,USA
NickAnderson,ORL,5,F-G,198.12,103.418976,Illinois,USA
RichardAnderson,POR,35,F,208.28,108.86207999999999,California-Santa Barbara,USA
RonAnderson,PHI,35,F,200.66,97.52228,Fresno State,USA
RyanAnderson,NOP,31,F,208.28,108.86207999999999,California,USA
ShandonAnderson,NYK,49,G-F,198.12,97.52228,Georgia,USA
WillieAnderson,SAS,35,G-F,203.2,90.7184,Georgia,USA
WallyAnderzunas,SAC,21,C,200.66,99.79024,Creighton,USA
MartynasAndriuskevicius,CLE,15,C,218.44,108.86207999999999,Zalgiris,Lithuania
DonAnielak,NYK,12,F,200.66,86.18248,Missouri State,USA
IkeAnigbogu,IND,13,C-F,208.28,118.841104,UCLA,USA
MichaelAnsley,ORL,54,F,200.66,102.0582,Alabama,USA
ChrisAnstey,DAL,22,C,213.36,112.944408,South East Melbourne,Australia
GiannisAntetokounmpo,MIL,34,F,213.36,110.222856,Filathlitikos,Greece
KostasAntetokounmpo,CHI,37,F,208.28,90.7184,Dayton,Greece
ThanasisAntetokounmpo,MIL,43,F,200.66,99.336648,Panathinaikos,Greece
CarmeloAnthony,LAL,7,F,200.66,107.954896,Syracuse,USA
ColeAnthony,ORL,50,G,190.5,83.91452,North Carolina,USA
GregAnthony,NYK,50,G,185.42000000000002,81.64656,UNLV,USA
JoelAnthony,MIA,30,C,205.74,111.13004,UNLV,Canada
PeroAntic,ATL,6,F-C,210.82,117.93392,Olympiacos,Macedonia
O.G.Anunoby,TOR,3,F,200.66,105.233344,Indiana,United Kingdom
KeithAppling,ORL,15,G,185.42000000000002,83.91452,Michigan State,USA
RafaelAraujo,TOR,55,C,210.82,122.46984,Brigham Young,Brazil
StaceyArceneaux,ATL,,F,193.04,95.25431999999999,Iowa State,USA
NateArchibald,SAC,1,G,185.42000000000002,68.0388,Texas-El Paso,USA
RobertArchibald,TOR,34,F,210.82,113.398,Illinois,Scotland
RyanArcidiacono,NYK,51,G,190.5,88.45044,Villanova,USA
JimArd,BOS,34,C,205.74,97.52228,Cincinnati,USA
GilbertArenas,WAS,10,G,193.04,97.52228,Arizona,USA
TrevorAriza,LAL,8,F,203.2,97.52228,UCLA,USA
PaulArizin,GSW,11,F,193.04,86.18248,Villanova,USA
JoeArlauckas,SAC,53,F,205.74,104.32616,Niagara,USA
B.J.Armstrong,CHI,11,G,187.96,83.91452,Iowa,USA
BobArmstrong,GSW,19,C,203.2,99.79024,Michigan State,USA
BrandonArmstrong,BKN,1,G,195.58,83.91452,Pepperdine,USA
DarrellArmstrong,ORL,10,G,185.42000000000002,81.64656,Fayetteville State,USA
HiltonArmstrong,NOP,57,F-C,210.82,106.59412,Connecticut,USA
PaulArmstrong,DET,3,G,180.34,77.11064,Indiana,USA
TateArmstrong,CHI,14,G,190.5,79.3786,Duke,USA
JesseArnelle,DET,15-18,F,195.58,99.79024,Penn State,USA
JayArnette,SAC,21,G,187.96,79.3786,Texas-Austin,USA
BobArnzen,SAC,21-30,F,195.58,92.98636,Notre Dame,USA
CarlosArroyo,ORL,45,G,187.96,90.7184,Florida International,Puerto Rico
DarrellArthur,DEN,00,F,205.74,106.59412,Kansas,USA
JohnArthurs,MIL,12,G,193.04,83.91452,Tulane,USA
JamelArtis,ORL,0,G,200.66,96.615096,Pittsburgh,USA
OmerAsik,NOP,3,C,213.36,115.66596,Fenerbahce,Turkey
VincentAskew,OKC,22,F,198.12,106.59412,Memphis,USA
KeithAskins,MIA,2,F-G,203.2,97.52228,Alabama,USA
DonAsmonga,BAL,,G,187.96,83.91452,Alliance,USA
RichardAtha,NYK,7,G,187.96,86.18248,Indiana State,USA
ChuckyAtkins,DET,17,G,180.34,83.91452,South Florida,USA
AlvinAttles,GSW,16,G,185.42000000000002,79.3786,North Carolina A&T,USA
ChetAubuchon,DEF,,G,177.8,62.142103999999996,Michigan State,USA
StaceyAugmon,ATL,2,F-G,203.2,96.615096,UNLV,USA
D.J.Augustin,LAL,4,G,180.34,83.007336,University of Texas at Austin,USA
JamesAugustine,ORL,40,F,208.28,106.59412,Illinois,USA
IkeAustin,MIA,9,C,208.28,122.46984,Arizona State,USA
JohnAustin,WAS,34,G,182.88,77.11064,Boston College,USA
KenAustin,DET,34,F,205.74,92.98636,Rice,USA
DeniAvdija,WAS,9,F,205.74,95.25431999999999,Maccabi Tel Aviv,Israel
AnthonyAvent,MIL,30,C,205.74,108.86207999999999,Seton Hall,USA
WilliamAveritt,LAC,15,G,187.96,77.11064,Pepperdine,USA
WilliamAvery,MIN,30,G,187.96,81.64656,Duke,USA
DennisAwtrey,PHX,20,C,208.28,106.59412,Santa Clara,USA
JoelAyayi,WAS,17,G,193.04,81.64656,Gonzaga,France
GustavoAyon,NOP,14,F-C,208.28,113.398,Baloncesto Fuenlabrada,Mexico
JeffAyres,SAS,19,F-C,205.74,113.398,Arizona State,USA
DeandreAyton,PHX,22,C,213.36,113.398,Arizona,Bahamas
KelennaAzubuike,GSW,4,G,195.58,97.52228,Kentucky,United Kingdom
UdokaAzubuike,UTA,20,C-F,210.82,122.46984,Kansas,Nigeria
ChrisBabb,BOS,52,G,195.58,102.0582,Iowa State,USA
LukeBabbitt,NOP,22,F,205.74,102.0582,Nevada-Reno,USA
MilosBabic,CLE,00,C,213.36,108.86207999999999,Tennessee Tech,USA
JohnnyBach,BOS,17,F,187.96,81.64656,Fordham,USA
DwayneBacon,LAL,8,G-F,198.12,100.243832,Florida State,USA
JimBaechtold,NYK,10,F,193.04,92.98636,Eastern Kentucky,USA
DaliborBagaric,CHI,11,C,215.9,131.54167999999999,Benston Zagreb,Croatia
JohnBagley,CLE,5,G,182.88,83.91452,Boston College,USA
MarvinBagley III,DET,35,F,208.28,106.59412,Duke,USA
CarlBailey,POR,21,C,213.36,95.25431999999999,Tuskegee,USA
GusBailey,HOU,20,G,195.58,83.91452,Texas-El Paso,USA
JamesBailey,OKC,2,F,205.74,99.79024,Rutgers,USA
ThurlBailey,UTA,41,F,210.82,112.037224,North Carolina State,USA
TobyBailey,PHX,11,G,198.12,96.615096,UCLA,USA
CameronBairstow,CHI,41,F-C,205.74,113.398,New Mexico,Australia
MarkBaker,TOR,3,G,185.42000000000002,79.3786,Ohio State,USA
MauriceBaker,POR,12,G,185.42000000000002,83.91452,Oklahoma State,USA
NormBaker,CHS,,G,182.88,81.64656,Victoria,Canada
RonBaker,NYK,31,G,193.04,99.79024,Wichita State,USA
VinBaker,OKC,34,F,210.82,108.86207999999999,Hartford,USA
WadeBaldwin IV,MEM,2,G,193.04,91.625584,Vanderbilt,USA
PatrickBaldwin Jr.,GSW,7,F,205.74,99.79024,Wisconsin-Milwaukee,USA
RenaldoBalkman,NYK,32,F,203.2,94.347136,South Carolina,USA
CedricBall,LAC,44,F,203.2,95.25431999999999,North Carolina-Charlotte,USA
LaMeloBall,CHA,1,G,200.66,81.64656,Illawarra,USA
LonzoBall,CHI,2,G,198.12,86.18248,UCLA,USA
GregBallard,WAS,42,F,200.66,97.52228,Oregon,USA
HerschelBaltimore,BOM,,F,193.04,88.45044,Penn State,USA
MoBamba,ORL,11,C,213.36,104.779752,Texas,USA
PaoloBanchero,ORL,5,F,208.28,113.398,Duke,USA
DesmondBane,MEM,22,G,195.58,97.52228,TCU,USA
GeneBanks,SAS,20,F,200.66,97.52228,Duke,USA
MarcusBanks,BOS,15,G,187.96,92.98636,UNLV,USA
KenBannister,NYK,51,F,205.74,106.59412,St. Augustine's,USA
MikeBantom,IND,42,F,205.74,90.7184,St. Joseph's (PA),USA
DalanoBanton,TOR,45,F,200.66,92.532768,Nebraska,Canada
CatBarber,ATL,5,G,185.42000000000002,78.471416,North Carolina State,USA
JohnBarber,ATL,25,F,198.12,95.25431999999999,California State-Los Angeles,USA
LeandroBarbosa,PHX,19,G,190.5,87.996848, ,Brazil
StephenBardo,DAL,25,G,195.58,86.18248,Illinois,USA
J.J.Barea,DAL,5,G,177.8,81.64656,Northeastern,Puerto Rico
AndreaBargnani,TOR,77,C-F,213.36,111.13004,Benetton Treviso,Italy
CliffBarker,INO,,G,187.96,83.91452,Kentucky,USA
TomBarker,ATL,6,C,210.82,102.0582,Hawaii,USA
CharlesBarkley,PHI,34,F,198.12,114.305184,Auburn,USA
ErickBarkley,POR,1,G,185.42000000000002,83.91452,St. John's,USA
DonBarksdale,BOS,17,F,198.12,90.7184,UCLA,USA
DominickBarlow,SAS,26,F,205.74,97.52228, ,USA
HarrisonBarnes,SAC,40,F,203.2,102.0582,North Carolina,USA
HarryBarnes,HOU,30,F,190.5,92.98636,Northeastern,USA
JimBarnes,BOS,12,C,203.2,95.25431999999999,Texas-El Paso,USA
MarvinBarnes,LAC,27,F,205.74,95.25431999999999,Providence,USA
MattBarnes,LAC,22,F,200.66,102.511792,UCLA,USA
ScottieBarnes,TOR,4,F,203.2,102.0582,Florida State,USA
DickBarnett,NYK,12,G,193.04,86.18248,Tennessee State,USA
JimBarnett,GSW,33,G,193.04,77.11064,Oregon,USA
JohnBarnhill,ATL,11,G,185.42000000000002,81.64656,Tennessee State,USA
NortonBarnhill,OKC,10,G,193.04,92.98636,Washington State,USA
LeoBarnhorst,INO,8-15,F,193.04,86.18248,Notre Dame,USA
JohnBarr,BOM,,F,190.5,92.98636,Penn State,USA
MikeBarr,SAC,34,G,190.5,81.64656,Duquesne,USA
ThomasBarr,SAC,19,G,193.04,88.45044,Duquesne,USA
AndreBarrett,HOU,11,G,177.8,78.471416,Seton Hall,USA
ErnieBarrett,BOS,23,G,172.72,81.64656,Kansas State,USA
RJBarrett,NYK,9,F-G,198.12,97.068688,Duke,Canada
EarlBarron,MIA,30,F-C,213.36,113.398,Memphis,USA
DanaBarros,BOS,,G,180.34,74.84268,Boston College,USA
BrentBarry,OKC,17,G,200.66,95.25431999999999,Oregon State,USA
DrewBarry,ATL,10,G,195.58,86.636072,Georgia Tech,USA
JonBarry,MIL,20,G,195.58,95.25431999999999,Georgia Tech,USA
RickBarry,GSW,24,F,200.66,92.98636,Miami,USA
EdBartels,WAS,,F,198.12,88.45044,North Carolina State,USA
VicBartolome,GSW,20,C,213.36,104.32616,Oregon State,USA
WillBarton,WAS,5,G,195.58,82.100152,Memphis,USA
EddieBasden,CHI,13,G,195.58,97.52228,North Carolina-Charlotte,USA
JerryBaskerville,PHI,44,F,200.66,86.18248,Temple,USA
BrandonBass,BOS,30,F,203.2,113.398,Louisiana State,USA
ParisBass,PHX,,F,203.2,90.7184,Detroit Mercy,USA
TimBassett,BKN,21,F,203.2,102.0582,Georgia,USA
CharlesBassey,SAS,28,C-F,205.74,104.32616,Western Kentucky,Nigeria
MaceoBaston,IND,9,F,208.28,104.32616,Michigan,USA
MengkeBateer,DEN,14,C,210.82,131.54167999999999,Beijing,China
BillyrayBates,POR,35,G,193.04,95.25431999999999,Kentucky State,USA
KeitaBates-Diop,SAS,31,F,203.2,103.872568,Ohio State,USA
EstebanBatista,ATL,11,F-C,208.28,121.562656,Trouville,Uruguay
MikeBatiste,MEM,33,F,203.2,102.0582,Arizona State,USA
TonyBattie,BOS,4,C,210.82,108.86207999999999,Texas Tech,USA
ShaneBattier,MEM,31,F,203.2,99.79024,Duke,USA
JohnBattle,ATL,10,G,187.96,79.3786,Rutgers,USA
KennyBattle,PHX,8,G,198.12,95.25431999999999,Illinois,USA
DaveBatton,WAS,45,C,208.28,108.86207999999999,Notre Dame,USA
NicolasBatum,LAC,33,G-F,203.2,104.32616,Le Mans,France
JohnnyBaum,CHI,14,F,195.58,90.7184,Temple,USA
FrankieBaumholtz,CLR,,G,177.8,77.11064,Ohio,USA
LonnyBaxter,CHI,35,F,203.2,117.93392,Maryland,USA
JerrydBayless,MIL,8,G,190.5,90.7184,Arizona,USA
ElginBaylor,LAL,22,F,195.58,102.0582,Seattle,USA
AronBaynes,DET,46,C-F,208.28,117.93392,Washington State,Australia
SergeiBazarevich,ATL,5,G,187.96,76.203456,Tofas S.K.,Russia
KentBazemore,SAC,9,G-F,193.04,88.45044,Old Dominion,USA
DariusBazley,OKC,55,F,205.74,97.975872,Princeton HS (OH),USA
EdBeach,ATL,,F,190.5,90.7184,West Virginia,USA
BradleyBeal,WAS,3,G,193.04,93.893544,Florida,USA
ButchBeard,NYK,9,G,190.5,83.91452,Louisville,USA
RalphBeard,INO,,G,177.8,79.3786,Kentucky,USA
JeromeBeasley,MIA,24,F,205.74,107.501304,North Dakota,USA
MalikBeasley,UTA,5,G,193.04,84.821704,Florida State,USA
MichaelBeasley,MIA,8,F,205.74,106.59412,Kansas State,USA
ZelmoBeaty,ATL,31,C,205.74,102.0582,Prairie View A&M,USA
RodrigueBeaubois,DAL,3,G,187.96,83.91452,Cholet,France
MarJonBeauchamp,MIL,0,F,200.66,90.264808,NBA G League Ignite,USA
ByronBeck,DEN,40,C,205.74,102.0582,Denver,USA
CoreyBeck,CHA,15,G,190.5,90.7184,Arkansas,USA
ErnieBeck,GSW,12,G,193.04,86.18248,Pennsylvania,USA
MoeBecker,DEF,,,0.0,0.0,Duquesne,USA
WilliamBedford,DET,0,C,213.36,102.0582,Memphis,USA
HankBeenders,PRO,6,C,195.58,83.91452,Long Island-Brooklyn,USA
RonBehagen,SAC,12,F,205.74,83.91452,Minnesota,USA
ElmerBehnke,ATL,,C,200.66,95.25431999999999,Bradley,USA
MarcoBelinelli,SAS,18,G,195.58,99.79024, ,Italy
CharlieBell,MIL,34,G,190.5,90.7184,Michigan State,USA
DennisBell,NYK,46,F,195.58,83.91452,Drake,USA
JordanBell,CHI,7,F,203.2,97.975872,Oregon,USA
RajaBell,PHX,19,G,195.58,95.25431999999999,Florida International,U.S. Virgin Islands
TroyBell,MEM,3,G,185.42000000000002,81.64656,Boston College,USA
WilliamBell,NYK,15,G,182.88,81.64656,North Carolina State,USA
WaltBellamy,ATL,8,C,208.28,102.0582,Indiana,USA
DeAndre'Bembry,MIL,95,G-F,195.58,95.25431999999999,St. Joseph's (PA),USA
IrvBemoras,ATL,26,F,190.5,83.91452,Illinois,USA
LeonBenbow,CHI,5,G,193.04,83.91452,Jacksonville,USA
DraganBender,PHX,35,F,215.9,102.0582, ,Croatia
JonathanBender,IND,9,F,213.36,104.32616,Picayune HS (MS),USA
JerrelleBenimon,UTA,,,0.0,0.0,Towson,USA
BenoitBenjamin,LAC,00,C,213.36,120.20188,Creighton,USA
CoreyBenjamin,CHI,25,G,198.12,92.98636,Oregon State,USA
AnthonyBennett,MIN,24,F,203.2,111.13004,UNLV,Canada
ElmerBennett,PHI,5,G,182.88,77.11064,Notre Dame,USA
MarioBennett,LAL,24,C-F,205.74,106.59412,Arizona State,USA
MelBennett,IND,52,F,200.66,90.7184,Pittsburgh,USA
TonyBennett,CHA,25,G,182.88,79.3786,Wisconsin-Green Bay,USA
WinstonBennett,CLE,30,G,200.66,95.25431999999999,Kentucky,USA
DavidBenoit,UTA,21,F,203.2,99.79024,Alabama,USA
KeithBenson,GSW,34,F-C,210.82,108.86207999999999,Oakland,USA
KentBenson,DET,54,C,210.82,106.59412,Indiana,USA
BenBentil,DAL,42,F,205.74,106.59412,Providence,Ghana
GeneBerce,ATL,,G,180.34,79.3786,Marquette,USA
GaryBergen,NYK,18,C,203.2,95.25431999999999,Utah,USA
RickyBerry,SAC,34,F,203.2,92.98636,San Jose State,USA
WalterBerry,SAS,6,F,203.2,97.52228,St. John's,USA
DairisBertans,NOP,9,G,193.04,90.7184,Olimpia Milano,Latvia
DavisBertans,DAL,44,F,208.28,102.0582,Baskonia,Latvia
DelBeshore,CHI,1,G,180.34,74.84268,California (PA),USA
TravisBest,IND,6,G,180.34,82.553744,Georgia Tech,USA
PatrickBeverley,LAL,21,G,187.96,81.64656,Arkansas,USA
SaddiqBey,DET,41,F,200.66,97.52228,Villanova,USA
TylerBey,HOU,2,F,200.66,97.52228,Colorado,USA
SimBhullar,SAC,32,C,226.06,163.29312,New Mexico State,Canada
AlBianchi,PHI,24,G,190.5,83.91452,Bowling Green,USA
HankBiasatti,HUS,,G,180.34,79.3786,Assumption,Canada
HenryBibby,PHI,10-15,G,185.42000000000002,83.91452,UCLA,USA
MikeBibby,SAC,20,G,187.96,88.45044,Arizona,USA
EdBiedenbach,PHX,12,G,185.42000000000002,79.3786,North Carolina State,USA
AndrisBiedrins,GSW,15,C,213.36,109.76926399999999,BK Skonto,Latvia
DonBielke,DET,18,C,200.66,108.86207999999999,Valparaiso,USA
BobBigelow,SAC,32,F,200.66,97.52228,Pennsylvania,USA
ChaunceyBillups,DET,1,G,190.5,95.25431999999999,Colorado,USA
DaveBing,DET,21,G,190.5,81.64656,Syracuse,USA
JoeBinion,POR,50,F,203.2,106.59412,North Carolina A&T,USA
KhemBirch,TOR,24,C,203.2,105.686936,UNLV,Canada
JabariBird,BOS,26,G,198.12,89.811216,"University of California, Berkeley",USA
JerryBird,NYK,7,F,198.12,95.25431999999999,Kentucky,USA
LarryBird,BOS,33,F,205.74,99.79024,Indiana State,USA
OtisBirdsong,BKN,12,G,190.5,86.18248,Houston,USA
GaleBishop,GSW,11,F,190.5,88.45044,Washington State,USA
GogaBitadze,IND,88,C-F,210.82,113.398,Mega Basket,Georgia
BismackBiyombo,PHX,18,C,203.2,115.66596,Baloncesto Fuenlabrada,DRC
NemanjaBjelica,GSW,8,F,205.74,106.140528,Fenerbahce,Serbia
UweBlab,DAL,33,C,215.9,114.305184,Indiana,USA
CharlieBlack,DET,21,F,193.04,90.7184,Kansas,USA
NormanBlack,DET,,G,195.58,83.91452,St. Joseph's (PA),USA
TarikBlack,LAL,28,F-C,205.74,113.398,Kansas,USA
TomBlack,OKC,24,C,208.28,99.79024,South Dakota State,USA
RolandoBlackman,DAL,22,G,198.12,86.18248,Kansas State,USA
AlexBlackwell,LAL,30,F,198.12,113.398,Monmouth,USA
CoryBlackwell,OKC,30,F,198.12,95.25431999999999,Wisconsin,USA
JamesBlackwell,BOS,8,G,182.88,86.18248,Dartmouth,USA
NateBlackwell,SAS,3,G,193.04,77.11064,Temple,USA
DeJuanBlair,SAS,45,C-F,200.66,122.46984,Pittsburgh,USA
SteveBlake,POR,22,G,190.5,78.017824,Maryland,USA
MarqusBlakely,HOU,15,F,195.58,102.0582,Vermont,USA
AntonioBlakeney,CHI,9,G,193.04,87.089664,Louisiana State,USA
WillBlalock,DET,8,G,182.88,92.98636,Iowa State,USA
GeorgeBlaney,NYK,15,G,185.42000000000002,79.3786,Holy Cross,USA
LanceBlanks,DET,21,G,193.04,86.18248,Texas-Austin,USA
RickyBlanton,CHI,17,F,200.66,97.52228,Louisiana State,USA
AndrayBlatche,WAS,0,C-F,210.82,117.93392,South Kent HS (CT),USA
MookieBlaylock,ATL,10,G,185.42000000000002,83.91452,Oklahoma,USA
EricBledsoe,POR,5,G,185.42000000000002,97.068688,Kentucky,USA
KeljinBlevins,POR,21,G,193.04,90.7184,Montana State,USA
LeonBlevins,INO,,G,187.96,72.57472,Arizona,USA
JohnBlock,HOU,35,F,208.28,93.893544,Southern California,USA
MikeBloom,BAL,11,C,198.12,86.18248,Temple,USA
JaronBlossomgame,CLE,4,F,203.2,99.79024,Clemson,USA
CorieBlount,CHI,44,F-C,208.28,109.76926399999999,Cincinnati,USA
MarkBlount,BOS,15,C-F,213.36,113.398,Pittsburgh,USA
VanderBlue,BOS,12,G,193.04,90.7184,Marquette,USA
TrevonBluiett,UTA,5,G-F,198.12,89.811216,Xavier,USA
RayBlume,CHI,22,G,193.04,83.91452,Oregon State,USA
NelsonBobb,GSW,5,G,182.88,77.11064,Temple,USA
TonyBobbitt,LAL,15,G,193.04,86.18248,Cincinnati,USA
ArlenBockhorn,SAC,11,G,193.04,90.7184,Dayton,USA
BuddyBoeheim,DET,27,F,198.12,92.98636,Syracuse,USA
TomBoerwinkle,CHI,18,C,213.36,120.20188,Tennessee,USA
KeithBogans,ORL,4,G-F,195.58,97.52228,Kentucky,USA
BogdanBogdanovic,ATL,13,G,195.58,102.0582,Fenerbahce,Serbia
BojanBogdanovic,DET,44,F,200.66,102.511792,Fenerbahce,Croatia
MuggsyBogues,CHA,14,G,160.02,63.956472,Wake Forest,USA
AndrewBogut,MIL,12,C,213.36,117.93392,Utah,Australia
EtdrickBohannon,LAC,41,F,205.74,106.59412,Auburn-Montgomery,USA
BolBol,ORL,10,C-F,218.44,99.79024,Oregon,Sudan
ManuteBol,WAS,1,C,228.6,90.7184,Bridgeport,USA
JonahBolden,PHI,43,F,208.28,99.79024,UCLA,Australia
MarquesBolden,MIL,15,C,208.28,112.944408,Duke,USA
BillBolger,BAL,,F,195.58,92.98636,Georgetown,USA
LeandroBolmaro,UTA,10,F,198.12,90.7184,FC Barcelona,Argentina
JoelBolomboy,UTA,21,F,205.74,106.59412,Weber State,Ukraine
DougBolstorff,DET,8,G,193.04,88.45044,Minnesota,USA
